1	1276
1	345549
1	413788
1	413789
1	414905
1	965653
1	1039389
1	1176908
1	6147790
1	6147794
1	6147795
2	1277
2	1395
2	4426570
3	16492
3	659301
4	42849
4	347298
4	392210
4	413821
5	1280
5	437968
6	355041
7	1282
7	1415809
8	1283
8	3739033
9	1284
9	344941
9	1009347
10	273786
10	344945
10	349064
10	3378136
11	1286
11	345374
11	345376
11	345379
11	426418
12	1287
13	1288
14	1289
15	1290
16	1291
17	1292
17	2357185
18	328546
19	328580
20	1294
21	328920
22	24801
23	1298
24	1299
25	1300
26	1302
27	4753791
28	395933
28	506446
29	1308
29	2180625
30	1309
31	1310
32	1311
33	1312
33	345398
34	1313
35	1315
35	1220513
36	1316
37	1317
38	1320
39	1322
40	1323
41	1324
42	1325
43	1326
43	373216
44	1327
44	345438
45	1328
46	1329
47	413822
48	1334
49	1337
50	1339
51	1340
52	473880
53	1348
54	1359
55	1360
55	345445
56	1368
57	1373
58	1383
59	1385
59	2322
60	1431
60	416891
61	1498
61	4239680
62	1633
63	1634
64	413823
64	414845
65	1636
66	1637
66	345544
67	1638
68	1639
68	736710
69	1646
69	651234
69	758904
70	1668
71	1669
72	1670
73	1723
73	686597
74	1777
74	27493
75	329612
75	679856
1276	1
1277	2
1280	5
1282	7
1283	8
1283	3739033
1284	9
1284	52115
1284	253976
1284	593670
1286	11
1286	1288
1286	65451
1286	71882
1286	239754
1286	436541
1286	1312015
1286	1880024
1287	12
1287	1411602
1288	13
1288	1286
1288	458549
1289	14
1290	15
1291	16
1292	17
1294	20
1295	900252
1296	836436
1296	837419
1298	23
1299	24
1300	25
1300	350132
1302	26
1305	501302
1306	335714
1308	29
1308	409073
1308	2180625
1309	30
1310	31
1311	32
1312	33
1313	34
1315	35
1315	863000
1316	36
1317	37
1317	1529628
1318	501305
1320	38
1322	39
1323	40
1324	41
1324	395685
1324	1188355
1325	42
1325	1148746
1325	2661870
1326	43
1326	343645
1326	1356753
1327	44
1328	45
1329	46
1329	409074
1329	512039
1329	1587251
1329	4755158
1330	501313
1332	874484
1333	501316
1333	1768156
1334	48
1335	335708
1335	899750
1337	49
1339	50
1340	51
1340	53035
1341	473880
1342	423383
1343	501321
1345	501323
1347	475247
1347	501325
1348	53
1355	1427005
1359	54
1360	55
1363	344585
1366	501339
1368	56
1373	57
1375	501346
1377	454662
1379	1427011
1379	2713742
1382	501353
1383	58
1385	59
1385	1415838
1386	501360
1387	501363
1391	3383583
1393	501369
1393	1867031
1395	2
1395	501373
1398	501377
1399	454663
1399	471549
1401	335709
1402	461600
1402	501393
1402	1745137
1402	1855175
1403	501395
1408	1426499
1412	501410
1415	501413
1417	501415
1419	334247
1421	344260
1421	345451
1421	599172
1425	335068
1426	335067
1426	416890
1429	335064
1430	335063
1431	60
1434	139673
1434	380195
1434	2365642
1435	1768157
1436	335059
1436	961147
1436	1396179
1437	335058
1437	4262391
1437	4990053
1438	332935
1439	335057
1442	751686
1443	895945
1444	335052
1444	5019482
1445	335051
1446	335050
1451	1446800
1452	335045
1452	759672
1452	1288830
1453	276471
1453	335044
1456	335041
1458	335039
1459	335038
1460	335037
1461	335028
1461	1778281
1462	335027
1466	334923
1467	335711
1468	334921
1471	380261
1475	334914
1476	501529
1477	332708
1482	334909
1482	347901
1482	759735
1484	334907
1484	686912
1485	334906
1487	334712
1488	334711
1490	335712
1492	334707
1493	335713
1493	2637069
1495	334704
1496	334703
1498	61
1499	337972
1501	334699
1501	503298
1505	334489
1506	334488
1506	2333774
1506	2333776
1508	334484
1508	779000
1508	1079129
1511	334479
1512	334478
1513	348034
1516	334474
1516	345808
1520	334470
1522	512945
1523	334467
1524	334463
1524	406365
1525	910833
1526	1396362
1527	334460
1530	334457
1532	346681
1534	334453
1535	334452
1535	346196
1537	334450
1537	3068580
1538	1343283
1539	332743
1539	617889
1540	334555
1541	334448
1543	334446
1543	405157
1544	334445
1550	334439
1551	501426
1554	334436
1557	2218081
1558	334432
1559	334431
1560	4484508
1561	334429
1563	334427
1564	322178
1564	334426
1564	399049
1564	534970
1564	1839560
1565	334425
1566	334424
1567	334423
1568	334422
1568	442130
1569	334421
1578	334333
1585	334181
1585	386696
1586	1778287
1587	334179
1590	334176
1590	618169
1592	334174
1594	334172
1596	334170
1602	334164
1602	345776
1603	334163
1606	334160
1607	334159
1608	334158
1609	334157
1613	333915
1615	334146
1616	334145
1617	334142
1618	1230697
1618	1396333
1619	501427
1622	333098
1625	5154629
1627	501449
1629	501454
1630	501456
1631	501458
1633	62
1634	63
1636	65
1637	66
1638	67
1639	68
1644	404464
1646	69
1646	651234
1646	758904
1647	1535882
1649	394970
1650	501524
1651	501530
1651	899609
1652	501533
1654	336871
1659	321324
1659	501542
1660	501544
1663	501553
1664	240551
1664	501554
1666	344189
1666	2674574
1668	70
1669	71
1670	72
1671	544100
1671	544102
1673	501560
1674	390533
1683	426748
1689	694423
1690	2238072
1693	501584
1695	457625
1696	501589
1698	501595
1698	3181728
1701	389396
1702	333015
1703	501603
1705	397714
1705	397734
1705	533884
1705	2054319
1705	6195795
1706	348116
1707	3259252
1709	247887
1709	348117
1710	338786
1712	280125
1712	332568
1714	761027
1716	501697
1717	20288
1718	1205903
1718	1411630
1718	2245030
1719	276955
1719	4761386
1723	73
1723	686597
1723	779499
1725	431925
1726	1895666
1728	840812
1732	501707
1733	1681637
1738	501710
1740	772163
1743	501711
1744	459764
1746	780059
1747	772164
1752	343780
1754	388516
1754	1839541
1754	3742610
1758	334650
1758	604461
1762	502692
1763	502693
1765	502695
1765	1661193
1767	502698
1768	332745
1769	403624
1770	502701
1771	502704
1774	502710
1775	334632
1775	1327501
1777	74
1777	27493
1777	398231
1778	414244
1782	389787
1783	502725
1784	502726
1785	389514
1786	502727
1793	809921
1797	502739
1800	501586
1800	875403
1802	502742
1803	389789
1808	502746
1810	502748
1812	396711
1813	334647
1813	945295
1814	465911
1814	1545871
1818	454088
1820	502756
1823	1479258
1823	4640216
1824	403643
1828	479621
1829	339478
1829	339488
1829	502771
1832	402499
1832	502777
1833	2070591
1833	2070592
1834	1772667
1835	349280
1836	502779
1839	502781
1840	502782
1844	486264
1848	502796
1854	389790
1858	502838
1860	389791
1860	4694896
1862	346836
1862	409681
1862	456237
1863	502840
1864	389793
1868	502843
1870	502845
1870	520361
1871	5923976
1872	502846
1874	400435
1877	349671
1878	502848
1880	389795
1882	389796
1883	502851
1884	502852
1886	502853
1887	502854
1888	502855
1889	502856
1890	389798
1891	502857
1895	502860
1895	2269346
1897	502864
1899	502867
1899	1639574
1908	803847
1909	502881
1910	2333760
1919	502890
1933	408448
1940	502925
1951	502940
1952	482942
1953	502952
1955	502956
1962	502968
1965	457033
1968	400480
1976	348488
1981	1778278
2006	503020
2007	407231
2010	503023
2015	503028
2019	503034
2020	503036
2022	503039
2022	776012
2024	353475
2027	503045
2032	503054
2032	1772669
2034	339900
2035	503057
2038	503061
2042	337250
2042	1409371
2046	340638
2046	2579449
2048	503068
2048	1053235
2054	458833
2055	503076
2055	507699
2056	503077
2061	503082
2061	913631
2062	503085
2062	845029
2063	332594
2063	1396499
2066	24659
2066	503090
2066	2892678
2067	503091
2072	503097
2073	387514
2075	503098
2076	503099
2076	1887115
2077	382149
2077	1050524
2079	414622
2079	1185768
2079	3048431
2085	503110
2086	503111
2087	488389
2089	1772671
2091	503183
2092	366889
2093	503184
2095	503189
2096	503190
2096	4757702
2097	459354
2097	503191
2099	330584
2101	503197
2101	3515288
2103	503203
2103	749332
2105	1778272
2106	332647
2108	503208
2109	1778268
2109	2395001
2109	2395002
2109	2395004
2109	2395005
2110	503210
2111	348115
2112	503212
2115	358135
2117	503217
2118	503219
2119	503220
2122	396369
2125	503227
2129	503234
2129	784499
2130	503236
2131	503237
2133	430176
2134	30713
2136	38932
2136	634087
2141	503242
2146	503254
2147	618144
2147	2621186
2149	345894
2150	470901
2150	757410
2151	393871
2152	503259
2156	503264
2156	528093
2157	503268
2160	503276
2161	503279
2164	503284
2168	346124
2168	1591464
2169	503291
2172	4917644
2173	503295
2175	272638
2175	503298
2175	2052721
2176	503300
2182	4272250
2186	718422
2188	772103
2190	332837
2191	347116
2193	350665
2194	350666
2195	350667
2196	350668
2196	811071
2197	350669
2198	806222
2199	3503103
2200	724063
2201	478786
2208	343922
2210	2003127
2212	6688148
2214	397168
2215	1772677
2216	337720
2216	2591622
2219	389813
2222	1772678
2223	4271711
2233	811086
2234	811087
2235	281964
2235	389818
2236	760753
2238	765559
2241	389820
2242	1772679
2249	1772680
2251	1772681
2252	1401824
2254	760749
2258	431526
2260	1772682
2265	811158
2269	1085719
2285	1769173
2291	1772683
2292	811119
2294	796747
2298	437957
2301	389824
2302	1314463
2303	811247
2304	1776568
2305	811238
2306	779849
2306	1327926
2307	274040
2307	806223
2308	335730
2309	1776587
2310	1776572
2311	180700
2322	59
2322	1415838
2322	1514238
2322	5266032
2323	431470
2323	4297298
2324	494347
2327	389825
2328	239721
2328	320462
2328	806224
2329	769698
2330	769669
2333	389826
2334	1776579
2335	326524
2336	6873348
2341	771905
2344	414466
2344	836581
2345	611122
2345	728638
2345	816099
2345	1285500
2348	411636
2349	771994
2350	335271
2352	375348
2354	772165
2355	1776620
2357	1776624
2360	343951
2361	272636
2361	404456
2362	1776593
2364	405195
2366	1776598
2368	363983
2368	780339
2368	4609655
2370	392015
2370	2192197
2371	332801
2371	347607
2372	772001
2373	269888
2374	772012
2376	772013
2376	772014
2377	772028
2378	1776656
2378	5969711
2383	1776630
2386	772030
2388	772034
2389	772035
2390	1776634
2393	1776636
2394	389827
2397	1776645
2398	1776642
2399	1323983
2401	1415728
2402	1358648
2405	1776640
2408	757501
2412	380181
2413	917822
2416	1776658
2418	338799
2418	436193
2418	759540
2418	761442
2418	880528
2421	772037
2421	2163055
2423	679397
2424	389446
2425	772038
2426	474079
2428	893018
2429	392673
2429	1776812
2429	6221987
2430	346741
2433	895873
2434	757369
2435	1776667
2437	1776669
2438	516611
2440	794205
2441	794188
2441	794189
2444	1639547
2444	3657313
2446	1891626
2449	1539385
2450	1778255
2451	1778257
2453	1778258
2454	806625
2456	750164
2459	334403
2465	1351276
2466	776929
2471	874740
2473	1778261
2474	881857
2480	405728
3257	335055
4719	611769
4723	1778284
4724	343792
4908	1778305
4909	1778304
4909	2713502
4918	775584
5944	50394
5944	1778311
5994	819389
5999	1778314
6002	1191068
6024	1446972
6026	1778319
6026	1841525
6028	811274
6034	1659564
6036	6150036
6038	453726
6041	772039
6044	811269
6047	389828
6050	1397012
6054	881870
6088	363876
6110	348119
6114	1321384
6117	399902
6117	408267
6124	775394
6130	423363
6133	332561
6136	806252
6314	1780744
7029	874678
7166	254229
7166	431920
8389	771577
8390	1780760
8861	775590
9580	3068614
9581	1780763
9587	775593
9588	1780764
9590	1780766
9592	348389
9601	333191
9601	2545040
9602	340099
9602	717164
9721	775596
9902	871154
9905	1780770
11374	775598
13335	713107
14204	755822
14530	775601
15784	803871
15790	916508
15795	775604
15799	795334
15804	6131308
15806	813501
15807	4287483
15808	1783771
15809	1783774
15811	1839175
15812	348938
15815	775608
15816	775626
15817	1785931
15818	775628
15830	501211
15830	501212
15832	1768155
15834	874504
15838	1780777
15838	2758078
15844	1839176
15845	845991
15846	321780
15848	775636
15850	844629
15854	433925
15857	343229
15857	1839177
15859	472381
15863	380592
15864	473747
15864	6220207
15868	1839181
15869	775638
15870	1839183
15870	1839189
15872	396625
15873	775642
15874	775646
15877	332949
15878	775650
15878	1396422
15881	493028
15881	2757033
15882	738478
15884	775656
15885	775659
15890	772040
15893	334256
15895	3068618
15896	870155
15898	1319960
15898	6839377
15901	775664
15903	3068630
15904	781493
15905	1783777
15909	1785932
15911	1785939
15912	782330
15913	834487
15913	2506876
15915	1839195
15917	775667
15918	825165
15920	1839197
15921	672602
15927	351046
15928	810739
15931	6148364
15933	864485
15933	1839198
15938	2546865
15940	375979
15943	805028
15943	805031
15944	775671
15945	1408937
15947	872156
15948	775674
15953	833134
15956	1992626
15956	1992645
15958	775676
15960	333083
15961	69172
15961	342430
15964	737000
15966	775680
15971	332728
15971	1185713
15973	1902070
15975	457608
15979	1992627
15981	361706
15985	775720
15991	239658
15993	1728576
15993	1992630
15995	332906
15997	775723
15999	775724
16010	746048
16010	786434
16013	1548164
16016	872187
16018	6873404
16020	340172
16020	472411
16021	908383
16023	825188
16024	844593
16026	787947
16028	792843
16031	874402
16033	406578
16035	875063
16041	772368
16043	5581564
16046	387759
16056	392254
16057	836307
16060	842464
16060	6678520
16061	793223
16062	2712733
16063	775725
16064	775726
16070	872128
16077	3084458
16078	527876
16082	868475
16088	775730
16089	2735494
16090	778741
16092	775731
16096	1992635
16102	350679
16104	332606
16107	426377
16107	646619
16108	775732
16110	324584
16112	775734
16113	842335
16114	775735
16115	5983630
16116	775736
16117	342721
16122	1992640
16125	332948
16126	1236323
16127	793224
16128	599137
16128	599139
16128	599140
16129	599146
16130	844116
16131	907252
16136	1992644
16148	833061
16152	775737
16156	16160
16158	775738
16160	16156
16161	833062
16164	819454
16164	1877958
16166	775739
16166	2065139
16167	775740
16170	844482
16174	775741
16177	775743
16180	351042
16184	818326
16186	1992648
16188	775744
16189	775745
16190	775750
16195	503854
16196	476634
16196	476635
16198	870070
16199	760573
16200	1992650
16201	1992652
16202	775752
16203	775754
16211	775757
16216	1992653
16222	760740
16224	771525
16225	499525
16225	611541
16226	1406847
16226	3170508
16228	349287
16228	1454321
16229	775759
16230	1992655
16231	708527
16233	868446
16234	775762
16237	775765
16238	874404
16239	476641
16240	874731
16240	6678534
16246	336018
16248	338991
16249	469415
16250	469416
16250	469417
16251	775767
16252	2007057
16253	469406
16254	333472
16254	846426
16254	3720515
16255	1188965
16255	2402188
16256	846000
16256	1667242
16256	2645646
16259	775768
16263	469407
16263	469410
16265	2007060
16268	793225
16270	364002
16271	775773
16272	894329
16273	775776
16274	17393
16274	392840
16275	469355
16275	469364
16278	469377
16279	430850
16281	469382
16281	469383
16283	469391
16284	424507
16286	858572
16289	469341
16289	469344
16290	811574
16292	716170
16292	811819
16296	2165940
16299	793226
16300	771557
16301	460056
16302	469319
16303	823026
16307	551301
16307	551302
16307	551303
16307	551304
16308	350681
16314	469277
16314	469284
16315	874735
16317	469289
16317	469291
16320	469292
16320	469296
16320	469298
16320	2795064
16321	2255422
16325	775779
16326	469310
16328	469260
16329	469263
16331	6534768
16332	469265
16334	469269
16335	469274
16338	2007064
16340	471434
16342	29999
16343	6028029
16344	2007065
16345	844643
16346	2007067
16353	838602
16353	2713256
16355	30371
16356	833042
16359	844525
16363	471411
16363	6678527
16373	836359
16373	6678495
16374	4969968
16375	865410
16375	6678531
16378	335532
16378	6676898
16379	833171
16380	476603
16387	471372
16391	872446
16392	338803
16394	6678529
16395	471380
16396	775780
16398	775783
16399	775784
16400	839488
16403	69745
16403	955011
16405	836426
16407	838618
16409	775785
16410	735400
16415	1179281
16420	471357
16420	1323775
16421	775786
16423	471359
16424	4463268
16428	340476
16428	811844
16429	613921
16433	838625
16435	775787
16438	1245389
16439	332430
16440	472950
16442	373180
16444	819340
16449	826230
16450	793228
16451	476596
16452	395712
16452	2052235
16453	471327
16455	775788
16455	775789
16456	471351
16456	471352
16458	471309
16460	471312
16463	418565
16464	1151498
16466	344502
16467	872440
16470	775791
16471	471316
16471	471318
16472	335417
16472	393593
16472	761441
16474	471280
16474	471292
16474	588005
16474	2218476
16475	471319
16476	471294
16477	775793
16478	2643370
16481	471298
16484	775795
16486	1778322
16491	524168
16491	691992
16491	825882
16491	825883
16491	1623187
16491	1623188
16492	3
16492	420046
16492	659301
16492	826252
16492	1667331
16492	1839618
16492	2912848
16492	5581099
16492	5581100
16492	5581101
16493	470243
16500	775797
16501	429244
16501	471266
16502	25291
16502	346463
16502	1886801
16505	362343
16507	808792
16508	487635
16511	775798
16512	410894
16512	471250
16512	471254
16513	16515
16513	858571
16514	858571
16514	858572
16515	16513
16515	3770601
16516	332874
16519	476591
16525	471242
16525	471243
16525	710167
16526	639992
16529	775799
16534	775800
16536	775805
16542	844532
16542	844549
16543	775807
16544	836242
16544	6678176
16546	793229
16547	793230
16549	775808
16549	6482231
16551	1448575
16552	775809
16552	6678524
16553	471198
16554	836414
16566	775810
16567	833147
16569	833125
16570	775812
16571	817376
16576	775814
16584	836353
16590	834409
16591	833129
16596	1883691
16596	1883692
16598	2455688
16602	2004698
16605	333501
16610	819749
16626	775816
16630	842472
16630	6678523
16633	718860
16636	775817
16636	6678503
16637	795343
16638	775818
16644	775821
16644	6482265
16648	506881
16650	476574
16655	775822
16662	846000
16662	3636451
16665	775823
16668	335719
16670	775826
16671	733598
16675	836128
16676	836403
16678	907523
16678	907526
16680	733594
16681	476571
16684	775829
16687	840511
16692	875047
16699	433697
16700	775831
16706	775833
16709	422021
16717	840526
16718	1878272
16722	775834
16727	775836
16730	1448910
16731	775837
16739	775838
16740	775840
16742	760649
16743	1396428
16744	409013
16747	771414
16749	844599
16749	3347348
16750	476568
16755	775842
16758	780394
16759	512839
16759	512840
16759	512845
16760	845472
16761	1235590
16763	16772
16765	793231
16765	2045005
16772	16763
16774	403872
16774	818093
16775	70198
16775	1304764
16776	770351
16783	775844
16788	476559
16791	510744
16791	510745
16792	842298
16793	2548892
16795	775846
16796	775849
16798	775850
16800	840647
16804	740589
16805	701815
16805	6873456
16807	775851
16808	834318
16811	481422
16818	1225685
16820	775852
16822	775857
16824	782870
16825	775858
16829	871223
16830	714800
16831	836402
16834	1225673
16837	775860
16838	2009402
16840	2002975
16842	775861
16847	476539
16847	476540
16848	4208550
16849	874525
16850	429425
16856	334050
16857	380597
16859	859134
16860	872493
16863	834946
16867	476533
16870	785981
16872	793232
16874	793232
16879	803885
16883	845994
16886	333145
16890	909847
16895	896621
16900	1045387
16905	864391
16906	346709
16908	875086
16908	1366204
16909	1406484
16921	835543
16923	375437
16925	819408
16926	425414
16930	872441
16937	872160
16944	1878271
16945	834235
16947	346197
16948	475324
16950	1752972
16955	346176
16961	16962
16962	16961
16966	345782
16967	345782
16969	373284
16969	1126768
16974	870317
16977	887883
16977	6873086
16978	6873431
16991	339274
16994	42807
16994	665819
16994	836119
16994	5091948
16994	5496612
16996	29909
16996	803834
16997	382981
16997	2254571
16998	679444
16998	1499326
17004	846775
17005	339510
17007	917856
17007	1872231
17010	1413683
17013	834384
17015	426875
17015	488205
17022	5359471
17027	17802
17033	350658
17033	1628156
17040	1996922
17051	805714
17056	825943
17057	834968
17061	2712861
17065	793233
17071	771589
17073	835445
17074	840655
17076	793234
17080	903027
17084	332575
17088	835370
17089	834865
17095	70606
17095	865398
17098	358483
17100	784370
17101	871075
17102	868428
17103	346168
17106	481172
17107	872138
17108	336872
17110	793235
17110	1561706
17110	1561707
17110	1561708
17116	436011
17121	333016
17122	839519
17125	908379
17127	848701
17135	452451
17137	426366
17143	1945963
17145	874513
17147	6685071
17150	1163567
17150	3703481
17150	3703482
17151	504875
17152	6741882
17153	334888
17159	336908
17161	918099
17163	3065647
17169	826285
17174	704448
17179	845970
17185	5359473
17187	819473
17187	3048432
17188	398887
17190	789980
17193	332996
17193	335317
17193	6873120
17198	834604
17198	980937
17199	26509
17199	476669
17202	834754
17212	380318
17221	4208557
17226	1336738
17227	336937
17230	2392970
17232	346198
17241	846108
17244	872216
17250	334754
17256	252821
17256	6487350
17258	872124
17259	342716
17263	364845
17264	1228428
17265	373457
17278	772369
17281	426300
17282	1327882
17283	750610
17283	2883715
17284	642556
17286	910332
17295	803882
17298	833803
17304	1500285
17308	793236
17311	872221
17315	761982
17315	2208990
17317	793238
17319	868488
17321	1529534
17322	1397354
17331	824707
17341	2541350
17343	497597
17344	838577
17344	838578
17347	771351
17351	324945
17351	863966
17354	833035
17355	333143
17357	793239
17362	844578
17363	845956
